Show, Episode, Time Added, Language
Safe Guards,EP 25,3/19/2015,SUB
Team Batista 3 ~ Ariadne-s Bullet,EP 11,3/19/2015,SUB
Team Batista 2 General Rouge no Gaisen,EP 12,3/19/2015,SUB
Detectives of Seonam Girls High School,EP 14,3/19/2015,SUB
My Date With A Vampire II,EP 43,3/18/2015,RAW
The Election,EP 15,3/18/2015,RAW
Witness to a prosecution,EP 22,3/18/2015,SUB
Incredible Mama,EP 9,3/18/2015,RAW
My Date With A Vampire I,EP 35,3/16/2015,RAW
My Amazing Bride,EP 39,3/16/2015,RAW
The Drudgery Train,EP 1,3/16/2015,SUB
Yi Guan Xiao Chuan,EP 37,3/16/2015,RAW
Aim High,EP 20,3/14/2015,SUB
Tears of the Dragon,EP 159,3/12/2015,RAW
Kill Me Heal Me,EP 20,3/12/2015,SUB
Erai Tokoro ni Totsuide Shimatta-,EP 9,3/11/2015,SUB
Concerto,EP 2,3/10/2015,SUB
Surgeon Bong Dal Hee,EP 18,3/10/2015,SUB
Gunshi Kanbee,EP 50,3/10/2015,SUB
Time Slip Dr. Jin,EP 22,3/9/2015,SUB
Vampire Host,EP 12,3/9/2015,SUB
Dream Knight,EP 12,3/9/2015,SUB
Terroir,EP 16,3/9/2015,SUB
Environmental Superhero Ecogainder,EP 14,3/9/2015,SUB
Yamada Taro Monogatari,EP 10,3/9/2015,SUB
Dekichatta Kekkon,EP 11,3/8/2015,SUB
To Get Unstuck In Time,EP 22,3/8/2015,SUB
The -W- Files,EP 30,3/8/2015,RAW
fushin no toki,EP 12,3/8/2015,RAW
Ninkyo Helper 2009,EP 11,3/8/2015,SUB
SCHOOL--,EP 9,3/8/2015,SUB
100 Scene no Koi,EP 3,3/8/2015,SUB
The Legendary Witch,EP 40,3/8/2015,SUB
Spy (2015),EP 16,3/7/2015,SUB
Heart to Heart,EP 16,3/7/2015,SUB
Sweden Laundry,EP 16,3/6/2015,SUB
Tempest,EP 10,3/5/2015,SUB
Dragon Zakura,EP 11,3/5/2015,SUB
The Lying Game ,EP 13,3/5/2015,RAW
First Love,EP 66,3/5/2015,SUB
They Kiss Again,EP 20,3/4/2015,SUB
Anmitsu Hime 1vs2,EP 1,3/4/2015,SUB
Rinjo,EP 10,3/4/2015,SUB
Around 40,EP 11,3/4/2015,SUB
Lovers in Prague,EP 18,3/4/2015,SUB
No Good Either Way,EP 21,3/4/2015,SUB
Regatta,EP 9,3/3/2015,SUB
With Love ,EP 12,3/3/2015,SUB
She is Nineteen,EP 16,3/3/2015,SUB
Remote,EP 10,3/3/2015,SUB
Soredemo  Ikite Yuku,EP 11,3/3/2015,SUB
Sushi Ouji,EP 8,3/3/2015,SUB
Yoiko no Mikata,EP 9,3/3/2015,SUB
Watashitachi no Kyokasho,EP 12,3/3/2015,SUB
The Great Horror Family,EP 13,3/3/2015,SUB
Ranma,EP 1,3/3/2015,SUB
Dark Suit,EP 6,3/3/2015,RAW
See You Tomorrow  Everyone,EP 1,3/3/2015,SUB
Saru Lock,EP 2,3/3/2015,SUB
Suika,EP 10,3/3/2015,SUB
Raising The Bar,EP 24,3/1/2015,SUB
The Borderline,EP 17,3/1/2015,RAW
Snow Road,EP 2,3/1/2015,RAW
Tie The Knot,EP 70,3/1/2015,SUB
Tetsuko no Sodate Kata,EP 12,2/27/2015,RAW
Abiding Love Dandelion,EP 134,2/26/2015,RAW
Love For Three Lifetimes,EP 40,2/25/2015,RAW
Sign,EP 20,2/22/2015,SUB
My Sunshine,EP 36,2/22/2015,SUB
Life Tracker Lee Jae Goo,EP 2,2/21/2015,RAW
The Virtuous Queen of Han,EP 47,2/20/2015,SUB
Punch (Korean Drama),EP 19,2/17/2015,SUB
What Happens to My Family,EP 53,2/15/2015,SUB
Angel -n- Devil,EP 26,2/15/2015,SUB
Shokuzai no Sonata,EP 4,2/15/2015,RAW
Three Meals a Day ,EP 11,2/14/2015,SUB
Sky High,EP 2,2/14/2015,SUB
No Mercy (Mnet - Starship Survival Show),EP 10,2/12/2015,SUB
The Sound of Desert,EP 36,2/12/2015,SUB
Healer,EP 20,2/10/2015,SUB
Do not call my brother,EP 32,2/9/2015,RAW
Madam Cutie on Duty,EP 20,2/8/2015,SUB
Shima Shima,EP 2,2/8/2015,SUB
Detectives and Doctors,EP 43,2/8/2015,RAW
Aoihonoo ,EP 11,2/7/2015,SUB
Sesame Player,EP 13,2/6/2015,SUB
Murder on the Orient Express,EP 2,2/6/2015,SUB
Carnation,EP 151,2/5/2015,SUB
Oh- My Lady,EP 16,2/5/2015,SUB
The King-s Face,EP 23,2/5/2015,SUB
The Return of the Condor Heroes - 1983,EP 50,2/4/2015,SUB
Valid Love,EP 20,2/3/2015,SUB
A Woman A Gun And A Noodle,EP 1,2/3/2015,SUB
To Be or Not To Be,EP 25,2/2/2015,RAW
Namae Wo Nakushita Megami,EP 11,2/2/2015,SUB
Good Job  Good Job,EP 40,2/2/2015,SUB
Dr Frost,EP 10,2/2/2015,SUB
Highs and Lows,EP 30,2/1/2015,SUB
Orphan Of Zhao,EP 45,2/1/2015,SUB
Eight Days,EP 10,2/1/2015,SUB
Hello Franceska s2 ,EP 28,2/1/2015,SUB
Hello Franceska s1,EP 24,2/1/2015,SUB
Hot Coffee,EP 1,2/1/2015,SUB
Noblesse Oblige,EP 20,2/1/2015,SUB
Hanoi Bride,EP 2,2/1/2015,SUB
Control Hanzai Shinri Sousa,EP 11,1/29/2015,SUB
Stranger than Paradise,EP 16,1/29/2015,SUB
Kumo no Kaidan,EP 10,1/29/2015,SUB
Hatsukoi,EP 8,1/29/2015,SUB
The Legend and the Hero 2,EP 40,1/29/2015,SUB
Piano,EP 16,1/29/2015,SUB
Rose Martial World,EP 30,1/28/2015,RAW
Camouflage,EP 12,1/28/2015,SUB
The New Adventure of Chor Lau Heung,EP 40,1/26/2015,SUB
Tamagawa Kuyakusho Of The Dead,EP 12,1/26/2015,SUB
Fuyu no Sakura,EP 9,1/26/2015,SUB
Tokyo Ghost Trip,EP 13,1/26/2015,SUB
Ikemen desu ne,EP 11,1/26/2015,SUB
Heroes in Sui and Tang Dynasties,EP 62,1/25/2015,SUB
Journey To The West (2011),EP 66,1/25/2015,SUB
The Story of Han Dynasty,EP 50,1/25/2015,SUB
Women Won-t Allow It,EP 10,1/25/2015,SUB
N no Tameni,EP 10,1/24/2015,SUB
Gomen ne Seishun,EP 10,1/23/2015,SUB
Fox Volant of the Snowy Mountain,EP 40,1/23/2015,SUB
The Last Steep Ascent,EP 25,1/23/2015,SUB
High Kick 3,EP 123,1/22/2015,SUB
Calling for Love,EP 14,1/22/2015,SUB
Asunaro Hakusho,EP 11,1/22/2015,SUB
Ms. Kim-s Million Dollar Quest ,EP 16,1/22/2015,SUB
Atsui Kuuki,EP 1,1/22/2015,SUB
A Story of Yonosuke 2013,EP 1,1/21/2015,SUB
Fuurin Kazan,EP 50,1/21/2015,SUB
Bottled Passion,EP 21,1/20/2015,SUB
The Seventh Day,EP 10,1/20/2015,DUB
Haken No Hinkaku,EP 10,1/20/2015,SUB
Pit a Pat My Love,EP 135,1/20/2015,SUB
Silver Spoon  Sterling Shackles,EP 38,1/19/2015,SUB
First Love of a Royal Prince,EP 18,1/19/2015,SUB
Winter Sonata,EP 20,1/19/2015,SUB
Hwasin- Controller of the Heart,EP 23,1/19/2015,SUB
Fondant Garden,EP 24,1/19/2015,SUB
Tasty Life,EP 39,1/19/2015,SUB
The Glamorous Imperial Concubine,EP 44,1/19/2015,SUB
The Queen of Office,EP 16,1/19/2015,SUB
Can-t Buy Me Love,EP 32,1/19/2015,SUB
Da Ren Wu,EP 31,1/19/2015,SUB
The Prince of Tennis,EP 1,1/18/2015,SUB
Taereung National Village,EP 6,1/18/2015,SUB
36th Chamber of Southern Shaolin,EP 32,1/18/2015,RAW
Niini no Koto wo Wasurenaide,EP 1,1/18/2015,SUB
Great Teacher Onizuka 2013,EP 1,1/18/2015,SUB
Journey to The West (2010),EP 52,1/15/2015,SUB
Seven Swordsmen,EP 39,1/15/2015,SUB
Hana Yori Dango Season 2,EP 11,1/15/2015,SUB
Honjitsu Wa Taian Nari,EP 10,1/15/2015,SUB
Mou Yuukai Nante Shinai,EP 1,1/15/2015,SUB
sukeban deka series 2,EP 42,1/15/2015,RAW
Pinocchio,EP 20,1/15/2015,SUB
I-m Sorry Youth-,EP 10,1/14/2015,SUB
The Legend Of Bruce Lee,EP 50,1/14/2015,SUB
Paladins in Troubled Times,EP 32,1/14/2015,SUB
Tiger Cubs II,EP 10,1/14/2015,SUB
 Iryu 4,EP 11,1/14/2015,SUB
Love Story In Harvard,EP 16,1/14/2015,SUB
The Spirit of the Sword,EP 40,1/13/2015,SUB
The Young Warriors,EP 43,1/13/2015,SUB
More Beautiful Than A Flower,EP 30,1/13/2015,SUB
8 Avatar,EP 40,1/13/2015,SUB
Pride and Prejudice,EP 21,1/13/2015,SUB
Wing Chun,EP 40,1/12/2015,SUB
When Easterly Showers Fall on the Sunny West,EP 30,1/12/2015,SUB
Watashi to Iu Unmei ni Tsuite,EP 5,1/12/2015,RAW
Strange Hero Yi Zhi Mei,EP 30,1/11/2015,SUB
Resurrection,EP 24,1/11/2015,SUB
Season of Love,EP 19,1/11/2015,SUB
Powerful Opponents,EP 16,1/11/2015,SUB
Royal Tramp,EP 50,1/11/2015,SUB
Birth of a Beauty,EP 21,1/11/2015,SUB
Lucky Days,EP 20,1/11/2015,SUB
Summer Snow,EP 11,1/11/2015,SUB
Happy - Love Forever,EP 30,1/9/2015,SUB
Misaengmul,EP 2,1/8/2015,RAW
Return of the Condor Heroes 2006,EP 41,1/8/2015,SUB
Roommate From The Stars,EP 1,1/8/2015,SUB
Lovestore at the Corner,EP 12,1/8/2015,SUB
When Heaven Burns,EP 29,1/8/2015,SUB
Love actually,EP 34,1/8/2015,SUB
Zettai Kareshi,EP 11,1/7/2015,SUB
Heaven Sword and Dragon Sabre 2000,EP 42,1/7/2015,SUB
Laughing in the Wind,EP 40,1/6/2015,SUB
Jade Palace Lock Heart,EP 39,1/6/2015,SUB
Beauty or Beast,EP 11,1/6/2015,SUB
Legend of Star Apple,EP 25,1/5/2015,SUB
Say Again Yes I Do,EP 20,1/5/2015,SUB
The Hospital,EP 39,1/5/2015,SUB
The Book and the Sword,EP 40,1/5/2015,SUB
Tears Of Heaven,EP 25,1/5/2015,RAW
The Quiz Show,EP 12,1/5/2015,SUB
Shomuni 2,EP 12,1/5/2015,SUB
SAKURA,EP 10,1/2/2015,SUB
2014 MBC Gayo Daejejeon,EP 2,12/31/2014,RAW
Tobo Bengoshi,EP 11,12/30/2014,SUB
Heart Of Greed,EP 40,12/30/2014,SUB
Tokujo Kabachi,EP 10,12/30/2014,SUB
Hello- Miss,EP 11,12/30/2014,SUB
The Quiz Show Season 2,EP 10,12/29/2014,SUB
Ten Brothers,EP 20,12/29/2014,SUB
Shomuni,EP 12,12/29/2014,SUB
Men Don-t Cry,EP 21,12/29/2014,SUB
The Greatest Marriage,EP 16,12/29/2014,SUB
Twin of Brothers,EP 42,12/29/2014,SUB
Hammer Session,EP 4,12/28/2014,SUB
Higanbana 2014 SP,EP 1,12/28/2014,SUB
Ghost Writer,EP 25,12/28/2014,SUB
Happy Noodle,EP 40,12/28/2014,SUB
The Return of the Condor Heroes,EP 32,12/28/2014,RAW
Shinya Shokudou S3,EP 10,12/28/2014,SUB
Journey To The West,EP 30,12/28/2014,SUB
Dr Nurse Aid SP,EP 1,12/28/2014,RAW
Modern Farmer,EP 20,12/27/2014,SUB
Love Frequency 37.2,EP 6,12/27/2014,SUB
Nobunaga Concerto,EP 11,12/26/2014,SUB
KBS Gayo Daechukje,EP 2,12/26/2014,RAW
First Class 2,EP 10,12/26/2014,RAW
Doctor-X 3,EP 11,12/26/2014,SUB
Akumu chan Special ,EP 1,12/26/2014,SUB
Mr. Back,EP 16,12/26/2014,SUB
Subete ga F ni Naru,EP 10,12/25/2014,SUB
Meteor Rain,EP 4,12/25/2014,SUB
Pinocchio in Love Christmas Edition ,EP 1,12/25/2014,RAW
Missing You,EP 21,12/24/2014,SUB
Loving Never Forgetting,EP 34,12/24/2014,SUB
Into Thin Air,EP 20,12/24/2014,SUB
Hot Blood,EP 20,12/24/2014,SUB
Aibou 8 ,EP 19,12/24/2014,RAW
Gloves Come Off,EP 25,12/24/2014,SUB
Face to Fate,EP 30,12/24/2014,SUB
Lights And Shadows,EP 64,12/24/2014,SUB
Shakking ~ Zeni no Tatsujin,EP 8,12/23/2014,RAW
Borderline,EP 5,12/23/2014,RAW
Harukanaru Kizuna,EP 6,12/23/2014,RAW
Hometown Legends,EP 8,12/23/2014,SUB
Mokomichi no MIDNIGHT KITCHEN,EP 4,12/23/2014,RAW
The Life and Times of a Sentinel,EP 25,12/23/2014,SUB
Police Boundaries,EP 10,12/23/2014,RAW
The Mysteries of Love,EP 25,12/23/2014,SUB
Clue Collector PI LI MIT,EP 16,12/23/2014,SUB
Go Single Lady,EP 24,12/23/2014,SUB
Shomuni 2013,EP 10,12/23/2014,SUB
Kindaichi Shonen no Jikenbo Season 1,EP 9,12/23/2014,SUB
Kindaichi Shonen No Jikenbo N (neo),EP 9,12/23/2014,SUB
Rolling Love,EP 12,12/23/2014,SUB
Kindaichi Shonen no Jikenbo Season 3,EP 9,12/23/2014,SUB
Kamen Rider Agito,EP 51,12/22/2014,SUB
Teppan Shoujo Akane,EP 9,12/22/2014,SUB
3 nen B gumi Kinpachi-sensei 6 ,EP 23,12/22/2014,SUB
Taiyo to Umi no Kyoshitsu,EP 10,12/22/2014,SUB
Last Money- Ai no Nedan,EP 7,12/22/2014,SUB
Namonaki Doku,EP 11,12/22/2014,SUB
Tadashii Ouji no Tsukurikata,EP 12,12/22/2014,SUB
AGAIN--,EP 10,12/22/2014,SUB
Seven of the Sky,EP 39,12/22/2014,SUB
Sutekina Sen Taxi,EP 10,12/21/2014,SUB
Heisei Saru Kani Kassenzu,EP 6,12/21/2014,RAW
King Flower Substitute Princess,EP 21,12/21/2014,SUB
2014 SBS Gayo Daejun,EP 2,12/21/2014,RAW
Misaeng,EP 20,12/20/2014,SUB
Dear Sister,EP 10,12/20/2014,SUB
High School Love On,EP 20,12/19/2014,SUB
My Lucky Star,EP 20,12/18/2014,SUB
Inbound Troubles,EP 19,12/18/2014,SUB
Minami-kun no Koibito,EP 11,12/18/2014,SUB
Awfully Lawful,EP 20,12/18/2014,SUB
Shanghai Bund,EP 42,12/18/2014,SUB
Lives of Omission,EP 29,12/17/2014,SUB
Age of Warriors,EP 158,12/17/2014,SUB
Bad Guys,EP 11,12/17/2014,SUB
The X Family,EP 55,12/17/2014,SUB
Love Buffet,EP 13,12/17/2014,SUB
Tsumi to Batsu- A Falsified Romance,EP 6,12/17/2014,SUB
When Love Walked In,EP 32,12/17/2014,SUB
Star no Koi,EP 11,12/17/2014,SUB
Miss No Good,EP 14,12/17/2014,SUB
Huo Yuan Jia,EP 42,12/17/2014,SUB
Shiawase ni Narou yo,EP 11,12/17/2014,SUB
Wu Ying Deng Xia,EP 37,12/16/2014,RAW
Come Home With Me,EP 42,12/16/2014,RAW
Love Family,EP 72,12/16/2014,SUB
Yoo Nas Street,EP 50,12/16/2014,SUB
Shin Keiji Yoshinaga Seiichi,EP 9,12/16/2014,RAW
Step Into The Past,EP 40,12/16/2014,SUB
Forensic Heroes II,EP 30,12/16/2014,SUB
My MVP Valentine,EP 28,12/16/2014,SUB
Devil-s Disciples,EP 20,12/16/2014,SUB
Get Karl- Oh Soo Jung,EP 16,12/15/2014,SUB
I-m Sorry I Love You,EP 16,12/15/2014,SUB
Boku no Imoto,EP 11,12/15/2014,SUB
Because Love Is A Miracle II,EP 42,12/15/2014,RAW
King Maker,EP 26,12/15/2014,SUB
Call of the Country,EP 14,12/15/2014,SUB
Sayonara Watashi,EP 9,12/15/2014,SUB
Kurofuku Monogatari,EP 8,12/15/2014,RAW
Maruho no Onna,EP 9,12/15/2014,SUB
TVB Over Achievers,EP 29,12/14/2014,SUB
Share House no Koibito,EP 9,12/14/2014,SUB
Q.E.D,EP 10,12/14/2014,SUB
A Fistful of Stances,EP 25,12/14/2014,SUB
Peach Girl,EP 13,12/14/2014,SUB
Reaching For The Stars,EP 22,12/14/2014,SUB
Prince Who Turns Into a Frog,EP 30,12/14/2014,SUB
Miss Rose,EP 23,12/14/2014,SUB
Why Why Love,EP 15,12/14/2014,SUB
Romantic Princess,EP 13,12/14/2014,SUB
Only Love,EP 123,12/12/2014,RAW
I Want to Become a Hard Persimmon,EP 22,12/11/2014,SUB
Vampire Prosecutor 1,EP 9,12/11/2014,SUB
Momo Love,EP 13,12/11/2014,SUB
Meteor Garden 2,EP 30,12/11/2014,SUB
Wonderful Spring ,EP 34,12/11/2014,RAW
Dae Mul,EP 4,12/11/2014,SUB
Always Smile,EP 33,12/11/2014,SUB
A Million Stars Fall From The Sky,EP 11,12/11/2014,SUB
Antiquarian Bookshop Biblia-s Case Files,EP 11,12/11/2014,SUB
Desert Spring (Oasis),EP 3,12/11/2014,SUB
Mnet Asian Music Awards,EP 3,12/10/2014,RAW
My Dear Cat,EP 119,12/10/2014,SUB
Fall in Love With Anchor Beauty ,EP 30,12/10/2014,SUB
Love Storm,EP 21,12/10/2014,SUB
Sekai no Chuushin de  Ai wo Sakebu,EP 11,12/10/2014,SUB
Liar Game - Season 2,EP 9,12/10/2014,SUB
Liar Game - Season 1,EP 13,12/10/2014,SUB
It Started With A Kiss,EP 30,12/10/2014,SUB
Tumbling,EP 11,12/10/2014,SUB
Shiroi Haru,EP 11,12/10/2014,SUB
Hana Kimi (2006),EP 15,12/10/2014,SUB
Meteor Garden ,EP 27,12/10/2014,SUB
Strawberry on the Shortcake,EP 10,12/10/2014,SUB
Ogon no Buta,EP 9,12/10/2014,SUB
Yume wo Kanaeru Zo,EP 13,12/10/2014,SUB
Yukan Club,EP 10,12/10/2014,SUB
In Time with You,EP 13,12/10/2014,SUB
Boarding House Number 24,EP 12,12/10/2014,SUB
Corner With Love,EP 16,12/9/2014,SUB
Yankee-kun to Megane-chan,EP 10,12/9/2014,SUB
Koukou Nyushi,EP 13,12/9/2014,SUB
Xenos,EP 12,12/9/2014,SUB
Aibou Season 7,EP 19,12/9/2014,RAW
Aibou Season 6,EP 19,12/9/2014,RAW
Secret Door,EP 24,12/9/2014,SUB
Once Upon A Time In Shanghai (SHOW),EP 35,12/8/2014,RAW
The Fairies Of Liao Zhai,EP 38,12/8/2014,SUB
Pretty Guardian Sailor Moon,EP 50,12/8/2014,SUB
Channel-X,EP 19,12/8/2014,SUB
Starman,EP 10,12/8/2014,SUB
Brown Sugar Macchiato,EP 13,12/8/2014,SUB
Devil Beside You,EP 20,12/8/2014,SUB
TVB Come On Cousin,EP 29,12/8/2014,SUB
TROUBLEMAN,EP 12,12/8/2014,SUB
Tsuki no Koibito,EP 8,12/7/2014,SUB
Cai Shen You Dao,EP 28,12/7/2014,RAW
Painted Skin,EP 34,12/7/2014,SUB
Yamato Nadeshiko Shichi Henge,EP 10,12/7/2014,SUB
VISION Koroshi ga Mieru Onna,EP 12,12/7/2014,SUB
Shokuzai,EP 5,12/7/2014,SUB
Sarutobi Sansei,EP 8,12/7/2014,SUB
Yasuko to Kenji,EP 10,12/7/2014,SUB
Sunao ni Narenakute,EP 11,12/7/2014,SUB
Starlit,EP 22,12/7/2014,SUB
Wagaya no Rekishi,EP 3,12/7/2014,SUB
Water Boys s2,EP 12,12/7/2014,SUB
Bump Off Lover,EP 14,12/7/2014,SUB
Water Boys Summer,EP 2,12/7/2014,SUB
Zenkai Girl,EP 11,12/7/2014,SUB
Yakusha Damashii,EP 11,12/7/2014,SUB
Yakou Kanransha,EP 10,12/7/2014,SUB
Watashi ga Renai Dekinai Riyuu,EP 10,12/7/2014,SUB
Switch Girl Season 2,EP 8,12/7/2014,SUB
Suugaku Joshi Gakuen,EP 12,12/7/2014,SUB
Zeni Geba,EP 9,12/7/2014,SUB
xxxHOLiC,EP 8,12/5/2014,SUB
Yuusha Yoshihiko to Akuryou no Kagi,EP 11,12/5/2014,SUB
Yuusha Yoshihiko to Maou no Shiro,EP 12,12/5/2014,SUB
Revolving Doors of Vengeance,EP 30,12/4/2014,SUB
Suteki na Kakushidori,EP 1,12/4/2014,SUB
Be Arrogant,EP 10,12/4/2014,SUB
Tsuma wa Kunoichi,EP 5,12/4/2014,SUB
Kaibutsu,EP 1,12/4/2014,SUB
Trick 2,EP 12,12/4/2014,SUB
People of Water Village,EP 26,12/4/2014,SUB
Switch Girl 1,EP 8,12/4/2014,SUB
Shotenin Michiru no Mi no Uebanashi,EP 10,12/4/2014,SUB
Trick 3,EP 5,12/4/2014,SUB
Tokyo Tower,EP 1,12/4/2014,SUB
Tonbi,EP 10,12/4/2014,SUB
Tomehane-,EP 6,12/4/2014,SUB
Tokyo Zenryoku Shoujo,EP 11,12/4/2014,SUB
Tokyo Wankei,EP 11,12/4/2014,SUB
One Missed Call,EP 1,12/4/2014,SUB
Trick,EP 4,12/3/2014,SUB
Kamen Rider Kiva,EP 48,12/3/2014,SUB
Tokyo Love Story,EP 11,12/3/2014,SUB
Sweet Sweet Bodyguard,EP 82,12/3/2014,SUB
Shota no Sushi,EP 17,12/3/2014,SUB
Slow Dance,EP 11,12/3/2014,SUB
Suitei Yuuzai,EP 5,12/3/2014,RAW
Sukeban Deka S1,EP 24,12/3/2014,SUB
Shomuni 3,EP 12,12/3/2014,SUB
Made in Japan,EP 3,12/3/2014,SUB
Emperor Of The Sea,EP 51,12/2/2014,SUB
Rebound,EP 10,12/2/2014,SUB
Shikaotoko Aoniyoshi,EP 10,12/2/2014,SUB
Shibatora,EP 11,12/2/2014,SUB
Taiji Prodigy,EP 40,12/2/2014,SUB
Shinya Shokudo Season 2,EP 10,12/2/2014,SUB
Shinya Shokudo Season 1,EP 10,12/2/2014,SUB
Seigi no Mikata,EP 10,12/2/2014,SUB
Second Virgin,EP 10,12/2/2014,SUB
Yuube no Curry  Ashita no Pan ,EP 7,12/2/2014,SUB
Scrap Teacher,EP 9,12/2/2014,SUB
Doctor-X Season 2,EP 9,12/2/2014,SUB
Satomi Hakkenden,EP 2,12/2/2014,SUB
Ryokiteki na Kanojo,EP 11,12/2/2014,SUB
The Flying Fox Of Snowy Mountain,EP 40,12/2/2014,RAW
High as the Sky,EP 165,12/2/2014,SUB
Sengyou Shufu Tantei,EP 9,12/2/2014,SUB
Lucky Seven,EP 10,12/2/2014,SUB
Double Tone,EP 4,12/2/2014,SUB
Sailor Fuku to Kikanju,EP 7,12/2/2014,SUB
Cantabile Tomorrow,EP 16,12/2/2014,SUB
Rikouran,EP 2,12/2/2014,SUB
Saba Doru,EP 12,12/2/2014,SUB
Saito-san,EP 11,12/2/2014,SUB
Risou No Musuko,EP 10,12/1/2014,SUB
Dinner,EP 10,12/1/2014,SUB
Tenchijin,EP 47,12/1/2014,SUB
Shinzanmono,EP 10,12/1/2014,SUB
Tenshi wa Mop wo Motte,EP 4,12/1/2014,SUB
Shokojo Seira,EP 10,12/1/2014,SUB
Shiritsu Bakaleya Koukou,EP 12,12/1/2014,SUB
Puzzle ,EP 10,12/1/2014,SUB
Reinoryokusha Odagiri Kyoko no Uso,EP 9,12/1/2014,SUB
RH Plus,EP 13,12/1/2014,SUB
Security Police,EP 11,12/1/2014,SUB
Saka no Ue no Kumo,EP 13,12/1/2014,SUB
Deka Wanko,EP 10,12/1/2014,SUB
Rookies,EP 11,12/1/2014,SUB
Real Clothes,EP 11,12/1/2014,SUB
Teru Teru Ashita,EP 11,12/1/2014,SUB
Ryusei no Kizuna,EP 6,12/1/2014,SUB
Priceless,EP 3,12/1/2014,SUB
Pandora S3,EP 8,12/1/2014,RAW
Pandora S3,EP 3,12/1/2014,SUB
Pandora S2,EP 7,12/1/2014,SUB
Pandora,EP 8,12/1/2014,SUB
Natsu no Koi wa Nijiiro ni Kagayaku,EP 9,12/1/2014,SUB
Pride,EP 11,12/1/2014,SUB
Hanayome to Papa,EP 11,12/1/2014,SUB
Gou ~Himetachi no Sengoku,EP 46,12/1/2014,SUB
Glass Mask 2,EP 16,12/1/2014,SUB
Gaiji Keisatsu,EP 6,12/1/2014,SUB
LADY-Saigo no Hanzai Profile,EP 1,12/1/2014,SUB
Majisuka Gakuen,EP 12,12/1/2014,SUB
Down With Love,EP 16,12/1/2014,SUB
Mendol,EP 12,12/1/2014,SUB
He Ping De Quan Sheng Shi Dai,EP 30,12/1/2014,RAW
Tatta Hitotsu no Koi,EP 10,12/1/2014,SUB
Team Batista no Eiko ,EP 11,12/1/2014,SUB
Tantei Gakuen Q,EP 11,12/1/2014,SUB
Renai Kentei,EP 4,11/30/2014,SUB
Q10,EP 9,11/30/2014,SUB
Star Documentary K-Pop Hero S2,EP 11,11/30/2014,SUB
Karei Naru Spy,EP 10,11/30/2014,SUB
One Pound Gospel,EP 9,11/30/2014,SUB
Osozaki no Himawari,EP 10,11/30/2014,SUB
Samurai High School,EP 9,11/30/2014,SUB
Saki,EP 11,11/30/2014,SUB
Quartet,EP 9,11/30/2014,SUB
Itoshi Kimi E,EP 11,11/30/2014,SUB
Saikou No Jinsei No Owarikata,EP 10,11/30/2014,SUB
Kou Kou Kyoushi,EP 11,11/30/2014,SUB
Mirai Koshi Meguru,EP 10,11/30/2014,SUB
Papa to Musume no Nanokakan,EP 7,11/28/2014,SUB
Piece,EP 13,11/28/2014,SUB
Misaki Number One--,EP 10,11/28/2014,SUB
Mirai Nikki,EP 11,11/28/2014,SUB
Nazotoki Wa Dinner No Ato De,EP 10,11/28/2014,SUB
Nihonjin no Shiranai Nihongo ,EP 13,11/28/2014,SUB
musashi,EP 49,11/28/2014,SUB
Happy Ending,EP 21,11/27/2014,SUB
Homicide Investigation Team,EP 20,11/27/2014,SUB
Kamen Rider Kabuto,EP 49,11/27/2014,SUB
Ouran High School Host Club,EP 11,11/27/2014,SUB
Nagareboshi,EP 10,11/27/2014,SUB
Orthros no Inu,EP 9,11/27/2014,SUB
Lunch Queen,EP 12,11/27/2014,SUB
Love Revolution,EP 12,11/27/2014,SUB
Nodame Cantabile,EP 11,11/27/2014,SUB
Ooku ~Tanjou,EP 10,11/27/2014,SUB
Farewell Mr. Premier,EP 11,11/27/2014,SUB
Mi wo Tsukushi Ryoricho,EP 1,11/27/2014,SUB
Love Shuffle,EP 10,11/27/2014,SUB
Ofukou-san,EP 8,11/27/2014,SUB
Otomen,EP 12,11/27/2014,SUB
Over Time,EP 12,11/27/2014,SUB
Mou Ichido Kimi ni  Propose ,EP 10,11/27/2014,SUB
Obstetrics and Gynecology Doctors,EP 16,11/27/2014,SUB
Mop Girl,EP 10,11/27/2014,SUB
Let it be Love,EP 20,11/27/2014,SUB
Mukodono,EP 11,11/27/2014,SUB
Happy Ending,EP 24,11/27/2014,RAW
Hayami san to Yobareru Hi,EP 10,11/26/2014,SUB
Himitsu Chouhouin Erika,EP 13,11/26/2014,SUB
Hagane no Onna,EP 7,11/26/2014,RAW
Love - Farm,EP 11,11/26/2014,SUB
Majo no Jouken,EP 11,11/26/2014,SUB
Majo Saiban,EP 10,11/26/2014,SUB
Manhattan Love Story,EP 11,11/26/2014,SUB
Mayonaka no Panya-san,EP 8,11/26/2014,SUB
Meitantei no Okite,EP 10,11/26/2014,SUB
Kiken Na Aneki,EP 10,11/26/2014,SUB
Kurosagi,EP 11,11/26/2014,SUB
Koshonin 2 ,EP 9,11/25/2014,SUB
Koshonin ,EP 8,11/25/2014,SUB
Toshi Densetsu No Onna,EP 9,11/25/2014,SUB
Gods Of Honour,EP 40,11/25/2014,SUB
Hungry,EP 11,11/25/2014,SUB
Hataraki Man,EP 11,11/25/2014,SUB
80s Engagement,EP 33,11/25/2014,RAW
